sample_index,true_id,pred_id,true_label,pred_label,correct,confidence,true_confidence,confidence_margin,track_id,mp3_path
3812,6,3,Pop,Hip-Hop,False,0.5848668813705444,0.17711198329925537,0.40775489807128906,85594,data/fma_small/085/085594.mp3
1969,6,1,Pop,Experimental,False,0.5827273726463318,0.15599247813224792,0.4165041446685791,48453,data/fma_small/048/048453.mp3
636,6,3,Pop,Hip-Hop,False,0.5807303786277771,0.0711233988404274,0.4395153522491455,13220,data/fma_small/013/013220.mp3
6748,7,0,Rock,Electronic,False,0.5789254307746887,0.3037705421447754,0.27515488862991333,130692,data/fma_small/130/130692.mp3
6167,6,7,Pop,Rock,False,0.5781445503234863,0.2091273069381714,0.36901724338531494,124484,data/fma_small/124/124484.mp3
1527,1,6,Experimental,Pop,False,0.5781440138816833,0.30853748321533203,0.2696065306663513,38967,data/fma_small/038/038967.mp3
7168,0,3,Electronic,Hip-Hop,False,0.5778695940971375,0.1628366857767105,0.41503292322158813,135990,data/fma_small/135/135990.mp3
2788,6,5,Pop,International,False,0.5767061710357666,0.2462623119354248,0.3304438591003418,64365,data/fma_small/064/064365.mp3
2654,3,5,Hip-Hop,International,False,0.5749378800392151,0.11297263950109482,0.4177585244178772,61668,data/fma_small/061/061668.mp3
5436,4,7,Instrumental,Rock,False,0.5748568773269653,0.21135933697223663,0.3634975552558899,115002,data/fma_small/115/115002.mp3
6505,6,7,Pop,Rock,False,0.5740954279899597,0.2840907871723175,0.2900046408176422,127302,data/fma_small/127/127302.mp3
4968,6,1,Pop,Experimental,False,0.5732190608978271,0.20530080795288086,0.3679182529449463,109976,data/fma_small/109/109976.mp3
1596,4,5,Instrumental,International,False,0.5731115937232971,0.011793198995292187,0.18781611323356628,40659,data/fma_small/040/040659.mp3
924,6,2,Pop,Folk,False,0.5724429488182068,0.07390043884515762,0.29890087246894836,22097,data/fma_small/022/022097.mp3
697,4,6,Instrumental,Pop,False,0.5715036392211914,0.23694653809070587,0.33455711603164673,14576,data/fma_small/014/014576.mp3
7452,3,6,Hip-Hop,Pop,False,0.5707547664642334,0.34276846051216125,0.22798630595207214,141561,data/fma_small/141/141561.mp3
3788,6,7,Pop,Rock,False,0.5699954628944397,0.37474653124809265,0.19524893164634705,85420,data/fma_small/085/085420.mp3
6945,0,4,Electronic,Instrumental,False,0.5681983828544617,0.1156240925192833,0.4348161816596985,133020,data/fma_small/133/133020.mp3
113,1,2,Experimental,Folk,False,0.5664188265800476,0.061384040862321854,0.3489604592323303,1735,data/fma_small/001/001735.mp3
2827,6,1,Pop,Experimental,False,0.566142737865448,0.019573360681533813,0.2056574523448944,64788,data/fma_small/064/064788.mp3
1870,0,4,Electronic,Instrumental,False,0.5658826231956482,0.006044249981641769,0.17877429723739624,46158,data/fma_small/046/046158.mp3
7576,7,6,Rock,Pop,False,0.5646543502807617,0.3205289840698242,0.2441253662109375,143215,data/fma_small/143/143215.mp3
3835,0,6,Electronic,Pop,False,0.5631254315376282,0.048701535910367966,0.41313230991363525,85836,data/fma_small/085/085836.mp3
4563,6,7,Pop,Rock,False,0.5617165565490723,0.24464501440525055,0.3170715570449829,104067,data/fma_small/104/104067.mp3
5959,7,6,Rock,Pop,False,0.5614112019538879,0.11361372470855713,0.3463994264602661,122190,data/fma_small/122/122190.mp3
5628,2,7,Folk,Rock,False,0.5597878098487854,0.08552154153585434,0.2538335919380188,117629,data/fma_small/117/117629.mp3
4029,1,4,Experimental,Instrumental,False,0.5582976937294006,0.3126421868801117,0.24565550684928894,90027,data/fma_small/090/090027.mp3
831,7,6,Rock,Pop,False,0.5580693483352661,0.3673688471317291,0.190700501203537,18887,data/fma_small/018/018887.mp3
2425,0,1,Electronic,Experimental,False,0.5549423694610596,0.02910151332616806,0.43427732586860657,56801,data/fma_small/056/056801.mp3
6399,1,6,Experimental,Pop,False,0.5520153045654297,0.22165298461914062,0.33036231994628906,126602,data/fma_small/126/126602.mp3
2496,6,7,Pop,Rock,False,0.5493338704109192,0.4186162054538727,0.1307176649570465,58116,data/fma_small/058/058116.mp3
6897,1,0,Experimental,Electronic,False,0.5477446913719177,0.30335068702697754,0.24439400434494019,132272,data/fma_small/132/132272.mp3
4041,6,0,Pop,Electronic,False,0.5467344522476196,0.12676770985126495,0.41996675729751587,90589,data/fma_small/090/090589.mp3
6128,3,0,Hip-Hop,Electronic,False,0.5465166568756104,0.11766276508569717,0.3660603165626526,123977,data/fma_small/123/123977.mp3
1967,6,4,Pop,Instrumental,False,0.5463671088218689,0.10391932725906372,0.2773893177509308,48450,data/fma_small/048/048450.mp3
6049,1,3,Experimental,Hip-Hop,False,0.5460238456726074,0.05693770572543144,0.35710662603378296,122959,data/fma_small/122/122959.mp3
932,6,2,Pop,Folk,False,0.544454038143158,0.3459169566631317,0.19853708148002625,22474,data/fma_small/022/022474.mp3
5678,1,6,Experimental,Pop,False,0.5421636700630188,0.13216079771518707,0.34913694858551025,118489,data/fma_small/118/118489.mp3
959,1,4,Experimental,Instrumental,False,0.5412176251411438,0.2165534347295761,0.3246641755104065,24216,data/fma_small/024/024216.mp3
3648,4,0,Instrumental,Electronic,False,0.5411434173583984,0.444384902715683,0.09675851464271545,81782,data/fma_small/081/081782.mp3
1922,2,6,Folk,Pop,False,0.540252149105072,0.34104081988334656,0.19921132922172546,47506,data/fma_small/047/047506.mp3
1609,7,6,Rock,Pop,False,0.5371975898742676,0.3592580258846283,0.17793956398963928,40940,data/fma_small/040/040940.mp3
1814,5,6,International,Pop,False,0.5366451144218445,0.22024552524089813,0.31639957427978516,44946,data/fma_small/044/044946.mp3
2188,3,6,Hip-Hop,Pop,False,0.5364990830421448,0.2991640567779541,0.23733502626419067,53379,data/fma_small/053/053379.mp3
617,6,2,Pop,Folk,False,0.5359682440757751,0.2926402986049652,0.24332794547080994,12527,data/fma_small/012/012527.mp3
3062,0,3,Electronic,Hip-Hop,False,0.5335718393325806,0.10810097306966782,0.38202592730522156,69223,data/fma_small/069/069223.mp3
4522,7,6,Rock,Pop,False,0.5333206057548523,0.3574533760547638,0.1758672297000885,100799,data/fma_small/100/100799.mp3
7174,2,1,Folk,Experimental,False,0.5324397683143616,0.09611410647630692,0.3241974115371704,136138,data/fma_small/136/136138.mp3
4775,4,1,Instrumental,Experimental,False,0.5321069359779358,0.40759262442588806,0.12451431155204773,108020,data/fma_small/108/108020.mp3
4650,7,2,Rock,Folk,False,0.53179931640625,0.05742328241467476,0.2933276295661926,106569,data/fma_small/106/106569.mp3
712,5,2,International,Folk,False,0.5317162275314331,0.36438730359077454,0.16732892394065857,14603,data/fma_small/014/014603.mp3
5250,5,6,International,Pop,False,0.5316944718360901,0.004268731456249952,0.16088277101516724,113275,data/fma_small/113/113275.mp3
7507,3,7,Hip-Hop,Rock,False,0.5285258293151855,0.06937403976917267,0.33541709184646606,142362,data/fma_small/142/142362.mp3
7400,2,0,Folk,Electronic,False,0.5280663371086121,0.025493718683719635,0.15492302179336548,140794,data/fma_small/140/140794.mp3
1334,1,4,Experimental,Instrumental,False,0.5279918909072876,0.3647323548793793,0.16325953602790833,34510,data/fma_small/034/034510.mp3
3445,4,1,Instrumental,Experimental,False,0.5279605984687805,0.232571542263031,0.2953890562057495,75429,data/fma_small/075/075429.mp3
5867,3,1,Hip-Hop,Experimental,False,0.5264826416969299,0.011539573781192303,0.3510068655014038,121313,data/fma_small/121/121313.mp3
5961,1,4,Experimental,Instrumental,False,0.5263358950614929,0.3021645247936249,0.22417137026786804,122201,data/fma_small/122/122201.mp3
2830,2,1,Folk,Experimental,False,0.5247700810432434,0.21572785079479218,0.30904221534729004,64809,data/fma_small/064/064809.mp3
1399,0,4,Electronic,Instrumental,False,0.5245367288589478,0.04595978558063507,0.2918514609336853,36659,data/fma_small/036/036659.mp3
1886,6,7,Pop,Rock,False,0.5210354328155518,0.3002723157405853,0.22076311707496643,46736,data/fma_small/046/046736.mp3
1878,1,3,Experimental,Hip-Hop,False,0.5208638310432434,0.0748874768614769,0.34167420864105225,46611,data/fma_small/046/046611.mp3
4517,0,1,Electronic,Experimental,False,0.5204376578330994,0.4480513036251068,0.07238635420799255,100544,data/fma_small/100/100544.mp3
4879,3,6,Hip-Hop,Pop,False,0.5197157263755798,0.15127255022525787,0.3350265622138977,108839,data/fma_small/108/108839.mp3
4658,7,6,Rock,Pop,False,0.5165458917617798,0.1224261224269867,0.2946999669075012,106948,data/fma_small/106/106948.mp3
6393,4,6,Instrumental,Pop,False,0.516170859336853,0.2169741839170456,0.29919666051864624,126587,data/fma_small/126/126587.mp3
7344,1,4,Experimental,Instrumental,False,0.5156015157699585,0.46528875827789307,0.05031275749206543,139681,data/fma_small/139/139681.mp3
2460,1,4,Experimental,Instrumental,False,0.5136286616325378,0.23319672048091888,0.28043192625045776,57627,data/fma_small/057/057627.mp3
4388,7,6,Rock,Pop,False,0.5094928741455078,0.28702759742736816,0.22246527671813965,98077,data/fma_small/098/098077.mp3
4001,1,2,Experimental,Folk,False,0.5091635584831238,0.35705867409706116,0.15210488438606262,89376,data/fma_small/089/089376.mp3
2359,1,7,Experimental,Rock,False,0.5081655979156494,0.06834885478019714,0.312735915184021,56015,data/fma_small/056/056015.mp3
7207,4,0,Instrumental,Electronic,False,0.5081579089164734,0.3418530523777008,0.16630485653877258,137171,data/fma_small/137/137171.mp3
1627,1,6,Experimental,Pop,False,0.5068482756614685,0.06151686608791351,0.3203103542327881,41709,data/fma_small/041/041709.mp3
2588,5,4,International,Instrumental,False,0.5066413283348083,0.04834805428981781,0.19488653540611267,60045,data/fma_small/060/060045.mp3
2361,0,6,Electronic,Pop,False,0.5059351921081543,0.022848330438137054,0.16305652260780334,56028,data/fma_small/056/056028.mp3
6396,7,5,Rock,International,False,0.5054778456687927,0.05199698731303215,0.2986741065979004,126598,data/fma_small/126/126598.mp3
3355,6,7,Pop,Rock,False,0.505100429058075,0.34584394097328186,0.1592564880847931,73792,data/fma_small/073/073792.mp3
6722,0,4,Electronic,Instrumental,False,0.5047518610954285,0.16365516185760498,0.2526925206184387,130133,data/fma_small/130/130133.mp3
4109,6,7,Pop,Rock,False,0.5041344165802002,0.27138760685920715,0.23274680972099304,91471,data/fma_small/091/091471.mp3
6414,7,6,Rock,Pop,False,0.5034593939781189,0.04626007378101349,0.09488910436630249,126674,data/fma_small/126/126674.mp3
568,2,4,Folk,Instrumental,False,0.5026270747184753,0.1548096388578415,0.3350682258605957,12049,data/fma_small/012/012049.mp3
5890,4,1,Instrumental,Experimental,False,0.5012238621711731,0.2711673378944397,0.2300565242767334,121475,data/fma_small/121/121475.mp3
2464,2,5,Folk,International,False,0.4990452229976654,0.058997247368097305,0.2320430874824524,57639,data/fma_small/057/057639.mp3
6126,3,0,Hip-Hop,Electronic,False,0.49772563576698303,0.29002848267555237,0.20769715309143066,123975,data/fma_small/123/123975.mp3
639,6,5,Pop,International,False,0.49653732776641846,0.30515557527542114,0.19138175249099731,13362,data/fma_small/013/013362.mp3
4723,2,6,Folk,Pop,False,0.49541497230529785,0.20829512178897858,0.28711986541748047,107571,data/fma_small/107/107571.mp3
3139,6,4,Pop,Instrumental,False,0.4947884976863861,0.01162321213632822,0.06136661767959595,70873,data/fma_small/070/070873.mp3
934,6,7,Pop,Rock,False,0.49469172954559326,0.27144572138786316,0.2232460081577301,22476,data/fma_small/022/022476.mp3
6755,2,1,Folk,Experimental,False,0.4933438301086426,0.3390692174434662,0.1542746126651764,130758,data/fma_small/130/130758.mp3
210,5,7,International,Rock,False,0.4929783344268799,0.34920915961265564,0.14376917481422424,4102,data/fma_small/004/004102.mp3
1048,5,6,International,Pop,False,0.49170005321502686,0.4595024585723877,0.03219759464263916,25804,data/fma_small/025/025804.mp3
1757,3,1,Hip-Hop,Experimental,False,0.48980221152305603,0.10796159505844116,0.12953650951385498,43860,data/fma_small/043/043860.mp3
333,5,6,International,Pop,False,0.48714080452919006,0.04274848476052284,0.1199989914894104,6802,data/fma_small/006/006802.mp3
5512,0,6,Electronic,Pop,False,0.4865807592868805,0.06601334363222122,0.21455496549606323,116029,data/fma_small/116/116029.mp3
7731,3,5,Hip-Hop,International,False,0.4856666028499603,0.4539128541946411,0.031753748655319214,145742,data/fma_small/145/145742.mp3
4360,1,6,Experimental,Pop,False,0.4853024482727051,0.26669541001319885,0.21860703825950623,97793,data/fma_small/097/097793.mp3
7578,7,2,Rock,Folk,False,0.48486146330833435,0.04400832578539848,0.14957985281944275,143217,data/fma_small/143/143217.mp3
7698,4,1,Instrumental,Experimental,False,0.4842033088207245,0.12247997522354126,0.28822439908981323,145477,data/fma_small/145/145477.mp3
5288,4,0,Instrumental,Electronic,False,0.48408815264701843,0.43729639053344727,0.04679176211357117,113787,data/fma_small/113/113787.mp3
1550,6,5,Pop,International,False,0.4822219908237457,0.43240275979042053,0.049819231033325195,39664,data/fma_small/039/039664.mp3
7176,4,7,Instrumental,Rock,False,0.4809230864048004,0.0646854117512703,0.12798261642456055,136276,data/fma_small/136/136276.mp3
7049,4,7,Instrumental,Rock,False,0.4805895984172821,0.07782918959856033,0.30929845571517944,133978,data/fma_small/133/133978.mp3
1071,1,6,Experimental,Pop,False,0.4805087149143219,0.30819961428642273,0.17230910062789917,26307,data/fma_small/026/026307.mp3
2462,1,7,Experimental,Rock,False,0.4803527891635895,0.42190253734588623,0.05845025181770325,57629,data/fma_small/057/057629.mp3
865,5,1,International,Experimental,False,0.4801959693431854,0.21547190845012665,0.26472407579421997,19891,data/fma_small/019/019891.mp3
2064,6,0,Pop,Electronic,False,0.47845444083213806,0.43372583389282227,0.044728606939315796,51260,data/fma_small/051/051260.mp3
5989,6,4,Pop,Instrumental,False,0.4784318506717682,0.05885690823197365,0.10941362380981445,122498,data/fma_small/122/122498.mp3
6461,2,6,Folk,Pop,False,0.4771954119205475,0.09055250138044357,0.15954720973968506,127191,data/fma_small/127/127191.mp3
6026,4,6,Instrumental,Pop,False,0.47693800926208496,0.020032184198498726,0.2556225061416626,122675,data/fma_small/122/122675.mp3
2091,2,6,Folk,Pop,False,0.47298792004585266,0.3297373652458191,0.14325055480003357,51918,data/fma_small/051/051918.mp3
7801,1,6,Experimental,Pop,False,0.4727453291416168,0.07128096371889114,0.26675301790237427,147086,data/fma_small/147/147086.mp3
1835,0,3,Electronic,Hip-Hop,False,0.47167691588401794,0.25959011912345886,0.21208679676055908,45151,data/fma_small/045/045151.mp3
5037,4,1,Instrumental,Experimental,False,0.4713760316371918,0.0587024986743927,0.2981257438659668,110653,data/fma_small/110/110653.mp3
3883,1,5,Experimental,International,False,0.4649885594844818,0.07133923470973969,0.23817703127861023,86576,data/fma_small/086/086576.mp3
1462,5,6,International,Pop,False,0.4648226201534271,0.03296070173382759,0.2524985074996948,38560,data/fma_small/038/038560.mp3
3678,1,4,Experimental,Instrumental,False,0.4633696973323822,0.27695003151893616,0.18641966581344604,82890,data/fma_small/082/082890.mp3
58,7,6,Rock,Pop,False,0.45933637022972107,0.06018464267253876,0.13517385721206665,993,data/fma_small/000/000993.mp3
5801,4,6,Instrumental,Pop,False,0.4592301845550537,0.2643173038959503,0.1949128806591034,120296,data/fma_small/120/120296.mp3
2738,2,7,Folk,Rock,False,0.45904555916786194,0.03302919492125511,0.2632415294647217,63257,data/fma_small/063/063257.mp3
7899,6,7,Pop,Rock,False,0.4588935375213623,0.370448499917984,0.0884450376033783,148609,data/fma_small/148/148609.mp3
4657,2,1,Folk,Experimental,False,0.4559202194213867,0.3614860475063324,0.09443417191505432,106937,data/fma_small/106/106937.mp3
2366,0,3,Electronic,Hip-Hop,False,0.4542354643344879,0.027589155361056328,0.23026882112026215,56034,data/fma_small/056/056034.mp3
1866,1,6,Experimental,Pop,False,0.4539088308811188,0.018256593495607376,0.1498105525970459,46068,data/fma_small/046/046068.mp3
5816,4,1,Instrumental,Experimental,False,0.4522304832935333,0.06155896186828613,0.10817447304725647,120313,data/fma_small/120/120313.mp3
3667,7,6,Rock,Pop,False,0.4519137442111969,0.13634514808654785,0.24575963616371155,82464,data/fma_small/082/082464.mp3
4053,6,7,Pop,Rock,False,0.4515865743160248,0.29389557242393494,0.15769100189208984,90824,data/fma_small/090/090824.mp3
1429,6,4,Pop,Instrumental,False,0.4507814347743988,0.28723281621932983,0.16354861855506897,37369,data/fma_small/037/037369.mp3
5118,6,3,Pop,Hip-Hop,False,0.44958946108818054,0.42209482192993164,0.0274946391582489,111395,data/fma_small/111/111395.mp3
4536,5,6,International,Pop,False,0.44929972290992737,0.025532608851790428,0.10038930177688599,101119,data/fma_small/101/101119.mp3
4379,3,6,Hip-Hop,Pop,False,0.447599321603775,0.35524997115135193,0.0923493504524231,97980,data/fma_small/097/097980.mp3
7827,5,0,International,Electronic,False,0.44757509231567383,0.2374088317155838,0.21016626060009003,148076,data/fma_small/148/148076.mp3
1470,5,2,International,Folk,False,0.4473212659358978,0.2819252908229828,0.16539597511291504,38782,data/fma_small/038/038782.mp3
4746,0,3,Electronic,Hip-Hop,False,0.44618305563926697,0.03158295527100563,0.19400173425674438,107804,data/fma_small/107/107804.mp3
6000,7,2,Rock,Folk,False,0.4432523250579834,0.07842734456062317,0.024714142084121704,122620,data/fma_small/122/122620.mp3
6195,0,6,Electronic,Pop,False,0.44297847151756287,0.05619366466999054,0.2565493583679199,124918,data/fma_small/124/124918.mp3
4830,6,5,Pop,International,False,0.4428772032260895,0.3477797508239746,0.09509745240211487,108460,data/fma_small/108/108460.mp3
4602,0,1,Electronic,Experimental,False,0.44203460216522217,0.09132203459739685,0.23679892718791962,105672,data/fma_small/105/105672.mp3
993,5,1,International,Experimental,False,0.4414113461971283,0.43411874771118164,0.007292598485946655,24701,data/fma_small/024/024701.mp3
7800,1,6,Experimental,Pop,False,0.44113078713417053,0.2056083232164383,0.23552246391773224,147085,data/fma_small/147/147085.mp3
1175,0,3,Electronic,Hip-Hop,False,0.4399171769618988,0.3009904623031616,0.13892671465873718,29043,data/fma_small/029/029043.mp3
5478,7,1,Rock,Experimental,False,0.43959155678749084,0.07707507163286209,0.23472557961940765,115764,data/fma_small/115/115764.mp3
1022,1,6,Experimental,Pop,False,0.43956127762794495,0.059699345380067825,0.2434573620557785,25063,data/fma_small/025/025063.mp3
1294,6,2,Pop,Folk,False,0.43910130858421326,0.05088170990347862,0.12001240253448486,32759,data/fma_small/032/032759.mp3
4245,3,1,Hip-Hop,Experimental,False,0.4386708438396454,0.12773098051548004,0.039775699377059937,94449,data/fma_small/094/094449.mp3
6464,2,6,Folk,Pop,False,0.43355000019073486,0.2478102445602417,0.17764556407928467,127194,data/fma_small/127/127194.mp3
1536,5,0,International,Electronic,False,0.43291744589805603,0.1619495153427124,0.21007509529590607,39357,data/fma_small/039/039357.mp3
5639,7,6,Rock,Pop,False,0.43174633383750916,0.42463231086730957,0.007114022970199585,117884,data/fma_small/117/117884.mp3
4580,1,2,Experimental,Folk,False,0.4291110932826996,0.26166531443595886,0.16744577884674072,104725,data/fma_small/104/104725.mp3
5096,7,1,Rock,Experimental,False,0.42896702885627747,0.3059987723827362,0.12296825647354126,111311,data/fma_small/111/111311.mp3
2814,1,0,Experimental,Electronic,False,0.42788180708885193,0.225202277302742,0.20267952978610992,64594,data/fma_small/064/064594.mp3
7968,5,4,International,Instrumental,False,0.42715349793434143,0.08048378676176071,0.04535722732543945,152253,data/fma_small/152/152253.mp3
3580,4,1,Instrumental,Experimental,False,0.4237954318523407,0.19528372585773468,0.10566234588623047,80389,data/fma_small/080/080389.mp3
843,6,3,Pop,Hip-Hop,False,0.422792911529541,0.10344564914703369,0.24027706682682037,19418,data/fma_small/019/019418.mp3
45,2,4,Folk,Instrumental,False,0.42236074805259705,0.029583066701889038,0.13821658492088318,714,data/fma_small/000/000714.mp3
1621,2,1,Folk,Experimental,False,0.42186054587364197,0.12485615164041519,0.09944897890090942,41310,data/fma_small/041/041310.mp3
2966,7,0,Rock,Electronic,False,0.4212469160556793,0.011219114065170288,0.01147526502609253,67661,data/fma_small/067/067661.mp3
3453,4,6,Instrumental,Pop,False,0.4210604131221771,0.03953081741929054,0.17378176748752594,75437,data/fma_small/075/075437.mp3
4047,4,2,Instrumental,Folk,False,0.420436292886734,0.4190388023853302,0.0013974905014038086,90618,data/fma_small/090/090618.mp3
2879,6,7,Pop,Rock,False,0.4180313050746918,0.39785537123680115,0.020175933837890625,65756,data/fma_small/065/065756.mp3
1136,2,7,Folk,Rock,False,0.4179041385650635,0.055218398571014404,0.14053717255592346,27855,data/fma_small/027/027855.mp3
4346,0,5,Electronic,International,False,0.41762927174568176,0.19135503470897675,0.22627423703670502,97548,data/fma_small/097/097548.mp3
7831,1,2,Experimental,Folk,False,0.4169236123561859,0.05708982050418854,0.25556886196136475,148082,data/fma_small/148/148082.mp3
7192,7,6,Rock,Pop,False,0.4155833423137665,0.3018379807472229,0.11374536156654358,136706,data/fma_small/136/136706.mp3
4402,7,6,Rock,Pop,False,0.41246500611305237,0.2748431861400604,0.13762181997299194,98297,data/fma_small/098/098297.mp3
2235,6,2,Pop,Folk,False,0.4122258424758911,0.22130699455738068,0.19091884791851044,54234,data/fma_small/054/054234.mp3
2317,6,2,Pop,Folk,False,0.41146281361579895,0.09370625019073486,0.16722159087657928,55290,data/fma_small/055/055290.mp3
7129,2,5,Folk,International,False,0.40951982140541077,0.3983827531337738,0.011137068271636963,135028,data/fma_small/135/135028.mp3
2818,3,6,Hip-Hop,Pop,False,0.4086388051509857,0.045401234179735184,0.2034505307674408,64625,data/fma_small/064/064625.mp3
7648,0,7,Electronic,Rock,False,0.4075206220149994,0.007498916704207659,0.22513709962368011,144733,data/fma_small/144/144733.mp3
2092,2,6,Folk,Pop,False,0.40480077266693115,0.23139244318008423,0.17340832948684692,51919,data/fma_small/051/051919.mp3
4444,3,7,Hip-Hop,Rock,False,0.4047597646713257,0.02628033421933651,0.11536577343940735,98621,data/fma_small/098/098621.mp3
7549,4,0,Instrumental,Electronic,False,0.4024585485458374,0.1473838835954666,0.15486370027065277,142641,data/fma_small/142/142641.mp3
5329,4,1,Instrumental,Experimental,False,0.39999595284461975,0.333305686712265,0.06669026613235474,114069,data/fma_small/114/114069.mp3
2942,6,7,Pop,Rock,False,0.3976006507873535,0.3737123906612396,0.02388826012611389,67361,data/fma_small/067/067361.mp3
4034,4,2,Instrumental,Folk,False,0.3972295820713043,0.3304955065250397,0.06673407554626465,90529,data/fma_small/090/090529.mp3
1212,7,6,Rock,Pop,False,0.39403948187828064,0.13156436383724213,0.21337154507637024,29813,data/fma_small/029/029813.mp3
7841,4,3,Instrumental,Hip-Hop,False,0.3939798176288605,0.22253668308258057,0.10635191202163696,148132,data/fma_small/148/148132.mp3
3553,1,4,Experimental,Instrumental,False,0.39191532135009766,0.19251304864883423,0.02155706286430359,79087,data/fma_small/079/079087.mp3
1852,2,1,Folk,Experimental,False,0.3915541172027588,0.35720202326774597,0.03435209393501282,45515,data/fma_small/045/045515.mp3
714,7,2,Rock,Folk,False,0.39075812697410583,0.06262151151895523,0.000164031982421875,14653,data/fma_small/014/014653.mp3
7574,1,5,Experimental,International,False,0.39068639278411865,0.02998925931751728,0.02681860327720642,143186,data/fma_small/143/143186.mp3
2871,1,6,Experimental,Pop,False,0.388423889875412,0.07707717269659042,0.15983125567436218,65265,data/fma_small/065/065265.mp3
4919,1,4,Experimental,Instrumental,False,0.3880775272846222,0.21975989639759064,0.1615971177816391,109276,data/fma_small/109/109276.mp3
1226,1,0,Experimental,Electronic,False,0.38770222663879395,0.18651680648326874,0.13438943028450012,30198,data/fma_small/030/030198.mp3
5314,3,4,Hip-Hop,Instrumental,False,0.3864975869655609,0.2995385229587555,0.08695906400680542,114042,data/fma_small/114/114042.mp3
1362,7,6,Rock,Pop,False,0.38624465465545654,0.19734568893909454,0.14029459655284882,35571,data/fma_small/035/035571.mp3
7197,5,6,International,Pop,False,0.38553035259246826,0.24507413804531097,0.1404562145471573,136994,data/fma_small/136/136994.mp3
6,7,6,Rock,Pop,False,0.38550254702568054,0.187475323677063,0.16722680628299713,182,data/fma_small/000/000182.mp3
6834,4,3,Instrumental,Hip-Hop,False,0.3853868544101715,0.018490538001060486,0.12138989567756653,131789,data/fma_small/131/131789.mp3
7048,4,6,Instrumental,Pop,False,0.38270309567451477,0.13654983043670654,0.12562134861946106,133977,data/fma_small/133/133977.mp3
5952,1,0,Experimental,Electronic,False,0.38244763016700745,0.021552907302975655,0.18513204157352448,122107,data/fma_small/122/122107.mp3
3463,3,2,Hip-Hop,Folk,False,0.3822847306728363,0.12897668778896332,0.14831756055355072,75745,data/fma_small/075/075745.mp3
2124,6,3,Pop,Hip-Hop,False,0.38198938965797424,0.12102854251861572,0.07165217399597168,52375,data/fma_small/052/052375.mp3
3117,0,6,Electronic,Pop,False,0.38188329339027405,0.03400406241416931,0.13546843826770782,70300,data/fma_small/070/070300.mp3
3479,7,5,Rock,International,False,0.3785323202610016,0.041321467608213425,0.1698690503835678,75785,data/fma_small/075/075785.mp3
2386,3,5,Hip-Hop,International,False,0.3768587112426758,0.08026228100061417,0.12952588498592377,56496,data/fma_small/056/056496.mp3
178,2,6,Folk,Pop,False,0.3742488920688629,0.36652636528015137,0.007722526788711548,3921,data/fma_small/003/003921.mp3
2083,2,6,Folk,Pop,False,0.37409892678260803,0.17253319919109344,0.1282912790775299,51333,data/fma_small/051/051333.mp3
3839,0,4,Electronic,Instrumental,False,0.37409403920173645,0.27155768871307373,0.10253635048866272,85840,data/fma_small/085/085840.mp3
4916,4,0,Instrumental,Electronic,False,0.37338271737098694,0.08341417461633682,0.12396849691867828,109191,data/fma_small/109/109191.mp3
866,7,2,Rock,Folk,False,0.3723186254501343,0.060359250754117966,0.06622591614723206,20050,data/fma_small/020/020050.mp3
1293,2,6,Folk,Pop,False,0.3691134452819824,0.1587771624326706,0.1660805493593216,32756,data/fma_small/032/032756.mp3
3236,0,6,Electronic,Pop,False,0.366720050573349,0.2355424016714096,0.1311776489019394,72200,data/fma_small/072/072200.mp3
79,1,6,Experimental,Pop,False,0.36431097984313965,0.21976721286773682,0.14454376697540283,1276,data/fma_small/001/001276.mp3
6019,4,2,Instrumental,Folk,False,0.36182090640068054,0.13523611426353455,0.12368740141391754,122648,data/fma_small/122/122648.mp3
6242,6,5,Pop,International,False,0.3609919548034668,0.20055562257766724,0.16043633222579956,125375,data/fma_small/125/125375.mp3
1291,3,0,Hip-Hop,Electronic,False,0.3600219488143921,0.20372694730758667,0.15629500150680542,32695,data/fma_small/032/032695.mp3
532,3,0,Hip-Hop,Electronic,False,0.35964515805244446,0.32657042145729065,0.03307473659515381,11784,data/fma_small/011/011784.mp3
199,5,7,International,Rock,False,0.3590961992740631,0.09801614284515381,0.027408599853515625,4091,data/fma_small/004/004091.mp3
2105,6,0,Pop,Electronic,False,0.3563743829727173,0.21116816997528076,0.028363049030303955,52039,data/fma_small/052/052039.mp3
779,7,2,Rock,Folk,False,0.3546101152896881,0.1278366595506668,0.1576654016971588,16995,data/fma_small/016/016995.mp3
2741,4,1,Instrumental,Experimental,False,0.3539360463619232,0.2617461383342743,0.03511565923690796,63289,data/fma_small/063/063289.mp3
3150,3,6,Hip-Hop,Pop,False,0.3534007966518402,0.3404770791530609,0.012923717498779297,71175,data/fma_small/071/071175.mp3
5704,0,1,Electronic,Experimental,False,0.3511512279510498,0.06498174369335175,0.03361174464225769,118923,data/fma_small/118/118923.mp3
1093,0,7,Electronic,Rock,False,0.34761521220207214,0.23771989345550537,0.10989531874656677,26658,data/fma_small/026/026658.mp3
3086,2,4,Folk,Instrumental,False,0.34668028354644775,0.3203546106815338,0.02632567286491394,69768,data/fma_small/069/069768.mp3
3371,1,4,Experimental,Instrumental,False,0.3451947867870331,0.03578542172908783,0.10243724286556244,74373,data/fma_small/074/074373.mp3
